ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0570,AT,Baruc,Baruc 4:27-29,Intermedio,¿Qué espera Baruc 4:27-29 después de que el pueblo se vuelva a Dios con mayor empeño?,Que Babilonia gobierne permanentemente,Que quien permitió la aflicción traiga alegría duradera,Que el pueblo deje de recordar Jerusalén,Que las naciones ocupen el templo,B,Que quien permitió la aflicción traiga alegría duradera,El consuelo relaciona el retorno sincero a Dios con la esperanza de una alegría que sustituya la aflicción.,Revisar,No,No
QB0571,AT,Baruc,Baruc 5:1-4,Avanzado,¿Qué cambio simbólico de vestidura recibe Jerusalén al inicio de Baruc 5?,Debe conservar su ropa de duelo para recordar el exilio,Debe vestirse como los reyes de Babilonia,Debe dejar la vestidura de luto y revestirse del esplendor que procede de Dios,Debe usar únicamente las vestiduras de los sacerdotes,C,Debe dejar la vestidura de luto y revestirse del esplendor que procede de Dios,El capítulo utiliza un cambio de vestidura para representar el paso de la aflicción hacia la restauración y la dignidad.,Revisar,No,No
QB0572,AT,Baruc,Baruc 5:5-9,Experto,¿Qué imagen describe el retorno de los hijos de Jerusalén en Baruc 5:5-9?,Regresan ocultos por caminos del desierto,Regresan como soldados después de una guerra,Regresan por mar acompañados por comerciantes,Regresan reunidos y son conducidos con honor mientras Dios facilita su camino,D,Regresan reunidos y son conducidos con honor mientras Dios facilita su camino,El pasaje presenta una procesión de retorno en la que el camino es transformado para facilitar la reunión del pueblo.,Revisar,No,No
QB0573,AT,Ezequiel,Ezequiel 1:1-3,Basico,¿Junto a qué río se encontraba Ezequiel cuando recibió una de sus primeras visiones?,Quebar,Jordán,Nilo,Éufrates,A,Quebar,Ezequiel sitúa su experiencia entre los desterrados junto al río Quebar.,Revisar,No,No
QB0574,AT,Ezequiel,Ezequiel 2:1-5,Basico,¿Qué misión básica recibe Ezequiel al comienzo del capítulo 2?,Construir un nuevo templo,Hablar al pueblo de Israel aunque sea rebelde,Dirigir una expedición a Jerusalén,Servir en la corte de Babilonia,B,Hablar al pueblo de Israel aunque sea rebelde,El profeta es enviado a comunicar el mensaje aun sabiendo que encontrará resistencia.,Revisar,No,No
QB0575,AT,Ezequiel,Ezequiel 3:1-3,Basico,¿Qué debe comer Ezequiel como parte de una acción simbólica?,Pan sin levadura,Un racimo de uvas,Un rollo,Un fruto del desierto,C,Un rollo,Ezequiel recibe la orden de comer el rollo antes de continuar su misión profética.,Revisar,No,No
QB0576,AT,Ezequiel,Ezequiel 18:1-4,Intermedio,¿Qué refrán popular es cuestionado al comienzo de Ezequiel 18?,Quien siembra vientos recoge tempestades,Una ciudad sin murallas no tiene defensa,El sabio aprende de sus errores,Los padres comen uvas agrias y los hijos sienten el efecto,D,Los padres comen uvas agrias y los hijos sienten el efecto,El capítulo cuestiona un refrán que trasladaba las consecuencias entre generaciones y desarrolla el tema de la responsabilidad individual.,Revisar,No,No
QB0577,AT,Ezequiel,Ezequiel 18:20-23,Intermedio,¿Qué principio destaca Ezequiel 18:20 respecto de la responsabilidad moral?,Cada persona responde por su propia conducta,Los hijos cargan siempre con la culpa de sus padres,Los padres responden siempre por los hijos,La responsabilidad corresponde únicamente a los líderes,A,Cada persona responde por su propia conducta,El capítulo insiste en que la responsabilidad moral no se transfiere automáticamente entre padres e hijos.,Revisar,No,No
QB0578,AT,Ezequiel,Ezequiel 24:15-24,Intermedio,¿Qué acontecimiento personal de Ezequiel se convierte en una señal para el pueblo en 24:15-24?,La pérdida de su casa,La muerte de su esposa,El encarcelamiento de su padre,Su traslado a Egipto,B,La muerte de su esposa,El capítulo presenta la muerte de la esposa de Ezequiel como parte de una señal profética dirigida al pueblo.,Revisar,No,No
QB0579,AT,Ezequiel,Ezequiel 33:1-9,Intermedio,¿Cuál es la responsabilidad central del centinela en Ezequiel 33:1-9?,Decidir quién será rey,Organizar las ofrendas del templo,Advertir cuando percibe el peligro para que otros puedan reaccionar,Dirigir personalmente el ejército,C,Advertir cuando percibe el peligro para que otros puedan reaccionar,La figura del centinela enseña que quien recibe la responsabilidad de advertir debe comunicar el peligro con claridad.,Revisar,No,No
QB0580,AT,Ezequiel,Ezequiel 34:1-10,Avanzado,¿Qué reproche principal reciben los pastores de Israel en Ezequiel 34:1-10?,Construyeron demasiados corrales,Permitieron que el rebaño creciera demasiado,Reunieron a todas las ovejas en una sola ciudad,Se beneficiaron a sí mismos y descuidaron al rebaño,D,Se beneficiaron a sí mismos y descuidaron al rebaño,El pasaje acusa a los dirigentes representados como pastores de atender sus propios intereses mientras descuidan a quienes debían cuidar.,Revisar,No,No
QB0581,AT,Ezequiel,Ezequiel 34:11-16,Avanzado,¿Qué iniciativa atribuye Ezequiel 34:11-16 a Dios respecto del rebaño disperso?,"Buscarlo, reunirlo y cuidarlo personalmente",Abandonarlo hasta que encuentre otro pastor,Entregarlo a las naciones vecinas,Reducirlo a un pequeño grupo sin protección,A,"Buscarlo, reunirlo y cuidarlo personalmente","Después de denunciar a los malos pastores, el pasaje presenta a Dios mismo buscando, reuniendo y cuidando a su rebaño.",Revisar,No,No
QB0582,AT,Ezequiel,Ezequiel 36:24-28,Avanzado,¿Qué conjunto de acciones resume mejor la restauración anunciada en Ezequiel 36:24-28?,Mantener la dispersión y conservar el mismo modo de vida,"Reunir al pueblo, purificarlo y darle una renovación interior para vivir de otra manera",Sustituir a Israel por una nación extranjera,Limitar la restauración a reconstruir murallas,B,"Reunir al pueblo, purificarlo y darle una renovación interior para vivir de otra manera","La restauración integra regreso, purificación y renovación interior, no solo un cambio territorial o político.",Revisar,No,No
QB0583,AT,Ezequiel,Ezequiel 37:15-23,Avanzado,¿Qué representa la unión de los dos maderos en Ezequiel 37:15-23?,La alianza entre Babilonia y Egipto,La división definitiva de las tribus,La reunificación de Judá y José-Israel en un solo pueblo,La construcción de un nuevo palacio,C,La reunificación de Judá y José-Israel en un solo pueblo,La señal de los dos maderos representa la superación de la división y la reunión de las partes de Israel en una sola comunidad.,Revisar,No,No
QB0584,AT,Ezequiel,Ezequiel 40:1-4,Avanzado,¿Qué ocurre al comienzo de la gran visión del templo en Ezequiel 40:1-4?,Ezequiel recibe una corona y es nombrado rey,Los ancianos construyen un templo delante del profeta,La ciudad aparece sin ninguna medida ni guía,Un hombre con instrumentos de medición guía la visión y pide a Ezequiel observar con atención,D,Un hombre con instrumentos de medición guía la visión y pide a Ezequiel observar con atención,La visión comienza con un guía provisto de instrumentos de medición que conduce a Ezequiel por la estructura que debe observar.,Revisar,No,No
QB0585,AT,Ezequiel,Ezequiel 43:1-5,Avanzado,¿Desde qué dirección contempla Ezequiel el retorno de la gloria de Dios en 43:1-5?,Desde el oriente,Desde el occidente,Desde el norte,Desde el sur,A,Desde el oriente,Ezequiel describe el retorno de la gloria desde el lado oriental antes de que esta llene nuevamente la Casa.,Revisar,No,No
QB0586,AT,Ezequiel,Ezequiel 47:1-12,Experto,¿Qué transformación acompaña al río que sale del templo en Ezequiel 47:1-12?,El agua disminuye hasta desaparecer en el desierto,El río se hace más profundo y lleva vida y fertilidad a los lugares por donde pasa,El agua se convierte en una frontera militar,El río destruye toda vegetación cercana,B,El río se hace más profundo y lleva vida y fertilidad a los lugares por donde pasa,"La visión muestra un caudal creciente que comunica vida, sanidad y fertilidad a su entorno.",Revisar,No,No
QB0587,AT,Ezequiel,Ezequiel 37:11-14,Experto,¿Cómo explica Ezequiel 37:11-14 el significado del valle de huesos secos?,Representa únicamente a soldados muertos en una batalla concreta,Describe el origen de una nueva ciudad,Representa a la casa de Israel en desesperanza y anuncia su restauración,Explica la construcción del templo,C,Representa a la casa de Israel en desesperanza y anuncia su restauración,El propio pasaje identifica los huesos con la casa de Israel abatida y convierte la visión en un anuncio de restauración.,Revisar,No,No
QB0588,AT,Ezequiel,Ezequiel 44:1-3,Experto,¿Por qué la puerta exterior oriental permanece cerrada en Ezequiel 44:1-3?,Porque había sido destruida por los babilonios,Porque se reservaba para almacenar ofrendas,Porque ningún sacerdote tenía permiso de acercarse al templo,Porque por ella había entrado la gloria del Dios de Israel y quedaba reservada,D,Porque por ella había entrado la gloria del Dios de Israel y quedaba reservada,El pasaje vincula el cierre de la puerta oriental con la entrada previa de la gloria de Dios por ese acceso.,Revisar,No,No
QB0589,AT,Daniel,Daniel 1:3-7,Basico,¿Qué nombre babilónico recibió Daniel al ser preparado para servir en la corte?,Beltsasar,Sadrac,Mesac,Abed-nego,A,Beltsasar,"Daniel recibió el nombre de Beltsasar, mientras sus tres compañeros también recibieron nombres babilónicos.",Revisar,No,No
QB0590,AT,Daniel,Daniel 1:12-16,Basico,¿Qué pidió Daniel como prueba durante diez días en lugar de la comida asignada por el rey?,Pan y vino,Carne y leche,Legumbres y agua,Frutas y miel,C,Legumbres y agua,Daniel pidió una dieta sencilla durante diez días y el relato describe un resultado favorable para él y sus compañeros.,Revisar,No,No
QB0591,AT,Daniel,Daniel 2:17-19,Basico,¿Cómo recibió Daniel la explicación del misterio relacionado con el sueño del rey?,Por una carta del rey,Por un sacerdote del templo,Leyendo un registro antiguo,Mediante una visión nocturna,D,Mediante una visión nocturna,"Después de que Daniel y sus compañeros buscaron a Dios, el misterio le fue revelado en una visión nocturna.",Revisar,No,No
QB0592,AT,Daniel,Daniel 3:12-18,Basico,¿Qué tres compañeros de Daniel se negaron a rendir culto a la imagen levantada por el rey?,"Daniel, Esdras y Nehemías","Pedro, Santiago y Juan","Sem, Cam y Jafet","Sadrac, Mesac y Abed-nego",D,"Sadrac, Mesac y Abed-nego",Los tres jóvenes permanecieron firmes ante la orden del rey y fueron identificados por sus nombres babilónicos.,Revisar,No,No
QB0593,AT,Daniel,Daniel 5:5-12,Basico,¿A quién recomendaron llamar para interpretar la misteriosa escritura aparecida durante el banquete de Belsasar?,A Daniel,A Darío,A Ciro,A Nabucodonosor,A,A Daniel,Daniel fue recordado por su capacidad para explicar enigmas y fue llamado para interpretar la escritura.,Revisar,No,No
QB0594,AT,Daniel,Daniel 2:31-35,Intermedio,¿Qué elemento golpea finalmente la estatua del sueño explicado por Daniel en el capítulo 2?,Una espada,Una piedra,Un río,Una montaña,B,Una piedra,La visión presenta una piedra que golpea la estatua y después ocupa un lugar central en la escena.,Revisar,No,No
QB0595,AT,Daniel,Daniel 2:46-49,Intermedio,¿Qué ocurrió con Daniel después de explicar al rey el sueño y su significado?,Fue enviado a Egipto,Regresó inmediatamente a Jerusalén,Recibió honores y una posición elevada,Dejó de servir en la corte,C,Recibió honores y una posición elevada,"Tras la interpretación, Daniel recibió reconocimiento y responsabilidades dentro del gobierno babilónico.",Revisar,No,No
QB0596,AT,Daniel,Daniel 3:24-25,Intermedio,¿Qué sorprendió al rey al observar a los tres jóvenes dentro del horno?,Que el horno se apagó por completo,Que los jóvenes habían escapado,Que apareció una puerta nueva,Vio una cuarta figura junto a ellos,D,Vio una cuarta figura junto a ellos,"El rey esperaba ver a tres hombres, pero afirmó observar una cuarta figura junto a ellos.",Revisar,No,No
QB0597,AT,Daniel,Daniel 4:10-17,Intermedio,¿Qué elemento ocupa el centro del sueño de Nabucodonosor relatado en Daniel 4:10-17?,Un gran árbol visible desde lejos,Una estatua de cuatro metales,Un río que cruza el palacio,Un carnero con dos cuernos,A,Un gran árbol visible desde lejos,El sueño gira alrededor de un gran árbol cuya extensión y posterior destino forman parte del mensaje que debe interpretarse.,Revisar,No,No
QB0598,AT,Daniel,Daniel 4:34-37,Intermedio,¿Qué cambio muestra Nabucodonosor al final de su experiencia en Daniel 4?,Ordena cerrar todos los templos,Reconoce y alaba al Dios del cielo,Abandona Babilonia para vivir en Persia,Entrega el reino a Daniel,B,Reconoce y alaba al Dios del cielo,"Al final del episodio, el rey reconoce la autoridad divina y expresa alabanza.",Revisar,No,No
QB0599,AT,Daniel,Daniel 5:25-28,Avanzado,¿Qué idea resume la interpretación que Daniel da a la escritura del banquete de Belsasar?,El reino será ampliado hacia Egipto,El rey vivirá muchos años sin cambios,El reino ha sido evaluado y su fin está próximo,Daniel será proclamado rey esa misma noche,C,El reino ha sido evaluado y su fin está próximo,Daniel interpreta la escritura como una evaluación del reinado de Belsasar y un anuncio de su término.,Revisar,No,No
QB0600,AT,Daniel,Daniel 6:10-11,Avanzado,¿Qué práctica mantuvo Daniel aun después de conocer la prohibición real sobre las oraciones?,Dejó de orar durante treinta días,Oró únicamente en secreto por la noche,Viajó fuera de Babilonia para orar,Oraba tres veces al día orientado hacia Jerusalén,D,Oraba tres veces al día orientado hacia Jerusalén,Daniel continuó con su práctica habitual de oración a pesar de conocer el decreto.,Revisar,No,No
