ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB1079,NT,Apocalipsis,Apocalipsis 3:20,Basico,¿Qué acción realiza quien habla en Apocalipsis 3:20 ante la puerta?,Llama a la puerta,La derriba,La sella,Se aleja de ella,A,Llama a la puerta,La imagen presenta a quien habla situado ante la puerta y llamando para que le abran.,Revisar,No,No
QB1080,NT,Apocalipsis,Apocalipsis 4:4,Basico,¿Cuántos ancianos aparecen sentados alrededor del trono en Apocalipsis 4:4?,Doce,Siete,Cuarenta,Veinticuatro,D,Veinticuatro,La visión describe veinticuatro ancianos sentados alrededor del trono.,Revisar,No,No
QB1081,NT,Apocalipsis,Apocalipsis 5:5,Intermedio,¿Qué figura es anunciada como vencedora y capaz de abrir el rollo en Apocalipsis 5:5?,El ángel de las aguas,El León de la tribu de Judá,Uno de los cuatro jinetes,El rey de Babilonia,B,El León de la tribu de Judá,Uno de los ancianos señala al León de la tribu de Judá como vencedor y capaz de abrir el rollo.,Revisar,No,No
QB1082,NT,Apocalipsis,Apocalipsis 6:9,Basico,¿Dónde ve Juan a las almas de quienes habían sido muertos por su testimonio en Apocalipsis 6:9?,Junto al mar,Sobre el trono,Debajo del altar,En la puerta de la ciudad,C,Debajo del altar,La visión del quinto sello sitúa esas almas debajo del altar.,Revisar,No,No
QB1083,NT,Apocalipsis,Apocalipsis 7:9,Basico,¿De dónde procede la gran multitud que Juan contempla en Apocalipsis 7:9?,"De toda nación, pueblo y lengua",Solo de Jerusalén,Solo de las ciudades de Asia,Únicamente de una tribu,A,"De toda nación, pueblo y lengua","Juan contempla una multitud diversa procedente de numerosos pueblos, naciones y lenguas.",Revisar,No,No
QB1084,NT,Apocalipsis,Apocalipsis 8:1,Experto,¿Aproximadamente cuánto dura el silencio en el cielo al abrirse el séptimo sello en Apocalipsis 8:1?,Siete días,Una hora completa,Tres horas,Media hora,D,Media hora,La apertura del séptimo sello es seguida por un silencio descrito como de aproximadamente media hora.,Revisar,No,No
QB1085,NT,Apocalipsis,Apocalipsis 9:14,Experto,¿En qué río estaban atados los cuatro ángeles mencionados en Apocalipsis 9:14?,Jordán,Éufrates,Nilo,Tigris,B,Éufrates,La sexta trompeta menciona cuatro ángeles atados junto al gran río Éufrates.,Revisar,No,No
QB1086,NT,Apocalipsis,Apocalipsis 10:9,Basico,¿Qué se le pide a Juan que haga con el pequeño rollo en Apocalipsis 10:9?,Que lo entregue a los ancianos,Que lo esconda bajo el altar,Que lo tome y lo coma,Que lo arroje al mar,C,Que lo tome y lo coma,Juan recibe la instrucción de tomar el pequeño rollo y comerlo.,Revisar,No,No
QB1087,NT,Apocalipsis,Apocalipsis 11:3,Avanzado,¿Durante cuántos días profetizan los dos testigos según Apocalipsis 11:3?,Mil doscientos sesenta días,Cuarenta días,Setenta semanas,Mil días,A,Mil doscientos sesenta días,El pasaje asigna a los dos testigos un período de mil doscientos sesenta días.,Revisar,No,No
QB1088,NT,Apocalipsis,Apocalipsis 12:1,Basico,¿Qué aparece debajo de los pies de la mujer descrita en Apocalipsis 12:1?,Una corona,Un altar,Un río,La luna,D,La luna,La señal describe a una mujer con la luna debajo de sus pies.,Revisar,No,No
QB1089,NT,Apocalipsis,Apocalipsis 13:18,Basico,¿Qué número se asocia con la bestia en Apocalipsis 13:18?,Setecientos setenta y siete,Seiscientos sesenta y seis,Ciento cuarenta y cuatro,Mil doscientos sesenta,B,Seiscientos sesenta y seis,El pasaje identifica el número de la bestia como seiscientos sesenta y seis.,Revisar,No,No
QB1090,NT,Apocalipsis,Apocalipsis 14:1,Basico,¿Sobre qué monte aparece el Cordero en Apocalipsis 14:1?,Monte Carmelo,Monte Sinaí,Monte Sion,Monte de los Olivos,C,Monte Sion,Juan contempla al Cordero de pie sobre el monte Sion.,Revisar,No,No
QB1091,NT,Apocalipsis,Apocalipsis 15:3,Intermedio,¿Qué dos cánticos se mencionan juntos en Apocalipsis 15:3?,El cántico de Moisés y el del Cordero,Los cánticos de David y Salomón,Los cánticos de Miriam y Débora,Los cánticos de Isaías y Jeremías,A,El cántico de Moisés y el del Cordero,La visión menciona conjuntamente el cántico de Moisés y el cántico del Cordero.,Revisar,No,No
QB1092,NT,Apocalipsis,Apocalipsis 16:16,Basico,¿Cómo se llama el lugar donde se reúnen los reyes en Apocalipsis 16:16?,Gólgota,Silo,Betel,Armagedón,D,Armagedón,El relato identifica el lugar de reunión con el nombre Armagedón.,Revisar,No,No
QB1093,NT,Apocalipsis,Apocalipsis 17:15,Intermedio,¿Qué representan las aguas explicadas en Apocalipsis 17:15?,Los siete sellos,"Pueblos, multitudes, naciones y lenguas",Los cuatro seres vivientes,Los montes de Jerusalén,B,"Pueblos, multitudes, naciones y lenguas","El ángel interpreta las aguas como una imagen de pueblos, multitudes, naciones y lenguas.",Revisar,No,No
QB1094,NT,Apocalipsis,Apocalipsis 18:2,Basico,¿Qué ciudad simbólica es proclamada como caída en Apocalipsis 18:2?,Nínive,Tiro,Babilonia,Damasco,C,Babilonia,La proclamación anuncia la caída de Babilonia.,Revisar,No,No
QB1095,NT,Apocalipsis,Apocalipsis 19:16,Basico,¿Qué título aparece asociado al jinete en Apocalipsis 19:16?,Rey de reyes y Señor de señores,Príncipe de Tiro,Sacerdote de Salem,Gobernador de Judea,A,Rey de reyes y Señor de señores,La visión presenta al jinete con el título de Rey de reyes y Señor de señores.,Revisar,No,No
QB1096,NT,Apocalipsis,Apocalipsis 20:2,Basico,¿Por cuánto tiempo es atado el dragón según Apocalipsis 20:2?,Cien años,Cuarenta años,Setenta años,Mil años,D,Mil años,El pasaje indica que el dragón es atado por mil años.,Revisar,No,No
QB1097,NT,Apocalipsis,Apocalipsis 22:2,Basico,¿Para qué sirven las hojas del árbol de la vida en Apocalipsis 22:2?,Para marcar las puertas,Para la sanidad de las naciones,Para alimentar a los ejércitos,Para cubrir el altar,B,Para la sanidad de las naciones,La visión atribuye a las hojas del árbol de la vida una función de sanidad para las naciones.,Revisar,No,No
QB1098,NT,Apocalipsis,Apocalipsis 1:20,Intermedio,¿Qué representan los siete candeleros explicados en Apocalipsis 1:20?,Siete montes,Siete trompetas,Siete iglesias,Siete reyes,C,Siete iglesias,La propia visión explica que los siete candeleros representan a siete iglesias.,Revisar,No,No
QB1099,NT,Apocalipsis,Apocalipsis 2:10,Intermedio,¿Qué recompensa se promete a quien permanezca fiel hasta la muerte en Apocalipsis 2:10?,La corona de la vida,Un trono terrenal,Una ciudad propia,Riquezas materiales,A,La corona de la vida,El mensaje a Esmirna promete la corona de la vida a quien permanezca fiel hasta la muerte.,Revisar,No,No
QB1100,NT,Apocalipsis,Apocalipsis 3:5,Intermedio,¿De qué libro no será borrado el nombre del vencedor según Apocalipsis 3:5?,Del libro de los reyes,Del libro de las guerras,Del libro de Moisés,Del libro de la vida,D,Del libro de la vida,La promesa declara que el nombre del vencedor permanecerá en el libro de la vida.,Revisar,No,No
