ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0312,NT,Hechos,Hechos 16:14,Basico,¿Quién escuchó el mensaje de Pablo junto al río en Filipos?,A Lidia,B Priscila,C Dorcas,D María,A,Lidia,Lidia escuchó el mensaje y respondió favorablemente.,Revisar,No,No
QB0313,NT,Hechos,Hechos 16:25,Intermedio,¿Qué hacían Pablo y Silas en la cárcel a medianoche?,A Oraban y cantaban himnos,B Dormían,C Discutían,D Planeaban escapar,A,Oraban y cantaban himnos,Su respuesta al encarcelamiento fue oración y alabanza.,Revisar,No,No
QB0314,NT,Hechos,Hechos 17:11,Intermedio,¿Qué actitud caracterizó a los habitantes de Berea?,A Examinaban las Escrituras diariamente,B Rechazaban toda enseñanza,C Evitaban a Pablo,D Seguían solo tradiciones orales,A,Examinaban las Escrituras diariamente,Los bereanos verificaban cuidadosamente lo que escuchaban.,Revisar,No,No
QB0315,NT,Hechos,Hechos 18:26,Intermedio,¿Qué matrimonio ayudó a Apolos a comprender con mayor precisión el camino de Dios?,A Priscila y Aquila,B Ananías y Safira,C José y María,D Félix y Drusila,A,Priscila y Aquila,Priscila y Aquila explicaron más completamente el mensaje a Apolos.,Revisar,No,No
QB0316,NT,Hechos,Hechos 19:11,Intermedio,¿Qué clase de obras extraordinarias se atribuyen a Dios por medio de Pablo en Éfeso?,A Milagros extraordinarios,B Conquistas militares,C Construcciones,D Negociaciones políticas,A,Milagros extraordinarios,El relato atribuye a Dios milagros extraordinarios por medio de Pablo.,Revisar,No,No
QB0317,NT,Hechos,Hechos 20:24,Avanzado,¿Qué prioridad expresa Pablo respecto a su vida?,A Completar la misión recibida de Jesús,B Evitar todo sufrimiento,C Acumular riqueza,D Regresar a Tarso,A,Completar la misión recibida de Jesús,Pablo considera más importante cumplir su misión que preservar su comodidad personal.,Revisar,No,No
QB0318,NT,Hechos,Hechos 21:13,Intermedio,¿Qué disposición manifestó Pablo ante la posibilidad de sufrir en Jerusalén?,A Estaba dispuesto incluso a morir por Jesús,B Decidió huir,C Prometió no regresar,D Pidió protección militar,A,Estaba dispuesto incluso a morir por Jesús,Pablo expresó disposición a enfrentar consecuencias por su fidelidad a Jesús.,Revisar,No,No
QB0319,NT,Hechos,Hechos 22:16,Intermedio,¿Qué acción se exhortó a Saulo a realizar después de su encuentro con Jesús?,A Bautizarse e invocar su nombre,B Regresar al templo,C Huir de Damasco,D Convertirse en sacerdote,A,Bautizarse e invocar su nombre,El relato vincula su respuesta de fe con el bautismo y la invocación del Señor.,Revisar,No,No
QB0320,NT,Hechos,Hechos 23:11,Intermedio,¿Qué ánimo recibió Pablo durante la noche?,A Que daría testimonio también en Roma,B Que volvería a Tarso,C Que sería liberado inmediatamente,D Que no viajaría más,A,Que daría testimonio también en Roma,El mensaje confirmó que Pablo testificaría también en Roma.,Revisar,No,No
QB0321,NT,Hechos,Hechos 24:25,Intermedio,¿Sobre qué temas habló Pablo ante Félix?,A Justicia, dominio propio y juicio futuro,B Agricultura,C Política romana,D Comercio,A,Justicia, dominio propio y juicio futuro,Pablo habló de temas éticos y del juicio venidero.,Revisar,No,No
QB0322,NT,Hechos,Hechos 25:11,Intermedio,¿A quién apeló Pablo para que su caso fuera considerado?,A Al César,B A Herodes,C A Pedro,D Al sumo sacerdote,A,Al César,Pablo ejerció su derecho de apelar al César.,Revisar,No,No
QB0323,NT,Hechos,Hechos 26:28,Avanzado,¿Quién reaccionó al testimonio de Pablo preguntando si en poco tiempo quería convencerlo de hacerse cristiano?,A Agripa,B Félix,C Festo,D Herodes,A,Agripa,Agripa respondió directamente a la defensa de Pablo.,Revisar,No,No
QB0324,NT,Hechos,Hechos 27:23,Intermedio,¿Qué mensaje recibió Pablo durante la tormenta en el mar?,A Un ángel le aseguró protección y propósito,B Debía abandonar el barco,C La nave no sufriría daños,D Debía regresar a Jerusalén,A,Un ángel le aseguró protección y propósito,Pablo comunicó a los demás una promesa de preservación en medio de la tormenta.,Revisar,No,No
QB0325,NT,Hechos,Hechos 28:30,Basico,¿Cómo pasó Pablo sus últimos años descritos en Hechos?,A Recibiendo personas y enseñando bajo custodia,B Viajando por Egipto,C Oculto en Jerusalén,D Como sacerdote del templo,A,Recibiendo personas y enseñando bajo custodia,El libro termina con Pablo enseñando con libertad relativa mientras permanecía bajo custodia.,Revisar,No,No
QB0326,NT,Romanos,Romanos 1:16,Basico,¿Qué afirma Pablo respecto al evangelio?,A Que no se avergüenza de él,B Que solo sirve para judíos,C Que debe ocultarse,D Que depende del poder político,A,Que no se avergüenza de él,Pablo presenta el evangelio como poder de Dios para salvación.,Revisar,No,No
QB0327,NT,Romanos,Romanos 3:23,Basico,¿Qué afirma Romanos 3:23 acerca de la humanidad?,A Que todos han pecado,B Que nadie necesita perdón,C Que solo algunos fallan,D Que el pecado no existe,A,Que todos han pecado,El pasaje afirma la universalidad del pecado humano.,Revisar,No,No
QB0328,NT,Romanos,Romanos 5:1,Intermedio,¿Qué resultado se relaciona con ser justificados por la fe?,A Paz con Dios,B Riqueza material,C Ausencia de toda dificultad,D Poder político,A,Paz con Dios,El pasaje relaciona la justificación por la fe con paz con Dios.,Revisar,No,No
QB0329,NT,Romanos,Romanos 6:23,Basico,¿Qué contraste establece el pasaje entre pecado y don de Dios?,A Muerte frente a vida eterna,B Pobreza frente a riqueza,C Guerra frente a paz política,D Enfermedad frente a salud,A,Muerte frente a vida eterna,El texto contrasta las consecuencias del pecado con el regalo de vida eterna.,Revisar,No,No
QB0330,NT,Romanos,Romanos 8:1,Basico,¿Qué afirma Romanos 8:1 acerca de quienes están en Cristo?,A No hay condenación para ellos,B Nunca pecan,C No enfrentan pruebas,D No necesitan obedecer,A,No hay condenación para ellos,El pasaje expresa seguridad respecto a la ausencia de condenación en Cristo.,Revisar,No,No
QB0331,NT,Romanos,Romanos 10:9,Intermedio,¿Qué respuesta de fe se menciona respecto a Jesús?,A Confesarlo como Señor y creer en su resurrección,B Viajar a Jerusalén,C Ayunar cuarenta días,D Dar una gran ofrenda,A,Confesarlo como Señor y creer en su resurrección,El pasaje vincula confesión y fe con la respuesta al evangelio.,Revisar,No,No
QB0332,NT,Romanos,Romanos 12:2,Intermedio,¿Cómo debe transformarse el creyente según Romanos 12:2?,A Mediante la renovación de la mente,B Mediante riqueza,C Mediante aislamiento,D Mediante poder político,A,Mediante la renovación de la mente,El pasaje llama a una transformación interior mediante una mente renovada.,Revisar,No,No
QB0333,NT,Romanos,Romanos 12:21,Basico,¿Cómo se vence el mal según el pasaje?,A Con el bien,B Con violencia,C Con silencio,D Con riqueza,A,Con el bien,El texto anima a responder al mal mediante el bien.,Revisar,No,No
QB0334,NT,Romanos,Romanos 13:10,Basico,¿Qué relación se establece entre amor y ley?,A El amor cumple la ley,B El amor elimina toda responsabilidad,C La ley prohíbe el amor,D Son conceptos sin relación,A,El amor cumple la ley,El pasaje presenta el amor como cumplimiento de la ley en relación con el prójimo.,Revisar,No,No
QB0335,NT,Romanos,Romanos 15:7,Intermedio,¿Qué actitud recomienda Pablo entre los creyentes?,A Recibirse unos a otros,B Evitarse,C Competir,D Juzgarse constantemente,A,Recibirse unos a otros,La exhortación busca una comunidad acogedora siguiendo el ejemplo de Cristo.,Revisar,No,No
QB0336,NT,Romanos,Romanos 16:1,Intermedio,¿Cómo presenta Pablo a Febe?,A Como servidora de la iglesia en Cencrea,B Como reina,C Como profetisa de Jerusalén,D Como esposa de Pedro,A,Como servidora de la iglesia en Cencrea,Pablo recomienda a Febe a la comunidad romana.,Revisar,No,No
QB0337,NT,1 Corintios,1 Corintios 1:10,Intermedio,¿Qué pide Pablo a la comunidad respecto a sus divisiones?,A Que haya unidad y acuerdo,B Que formen grupos separados,C Que abandonen la iglesia,D Que elijan distintos evangelios,A,Que haya unidad y acuerdo,Pablo exhorta a superar divisiones y buscar unidad.,Revisar,No,No
QB0338,NT,1 Corintios,1 Corintios 3:6,Intermedio,¿Qué imagen usa Pablo para describir el trabajo de diferentes servidores?,A Uno planta, otro riega y Dios da crecimiento,B Uno construye y otro destruye,C Uno manda y otro obedece,D Uno compra y otro vende,A,Uno planta, otro riega y Dios da crecimiento,La imagen muestra distintos roles humanos bajo la acción de Dios.,Revisar,No,No
QB0339,NT,1 Corintios,1 Corintios 6:19,Intermedio,¿Con qué se compara el cuerpo del creyente?,A Con un templo del Espíritu Santo,B Con una prisión,C Con una tienda militar,D Con una casa común,A,Con un templo del Espíritu Santo,El pasaje usa la imagen del templo para hablar del cuerpo y la presencia del Espíritu.,Revisar,No,No
QB0340,NT,1 Corintios,1 Corintios 9:24,Intermedio,¿Qué imagen deportiva usa Pablo para hablar de perseverancia?,A Una carrera,B Un combate naval,C Una cacería,D Un viaje,A,Una carrera,Pablo usa la imagen de corredores que buscan alcanzar el premio.,Revisar,No,No
QB0341,NT,1 Corintios,1 Corintios 11:24,Basico,¿Qué alimento tomó Pablo al recordar las palabras de Jesús sobre la cena?,A Pan,B Pescado,C Miel,D Fruta,A,Pan,El pasaje recuerda el uso del pan en la cena del Señor.,Revisar,No,No
QB0342,NT,1 Corintios,1 Corintios 12:12,Intermedio,¿Qué imagen usa Pablo para describir a la comunidad cristiana?,A Un cuerpo con muchos miembros,B Un ejército,C Una ciudad,D Un árbol,A,Un cuerpo con muchos miembros,La imagen del cuerpo destaca diversidad y unidad.,Revisar,No,No
QB0343,NT,1 Corintios,1 Corintios 13:4,Basico,¿Qué característica se atribuye al amor?,A Paciencia,B Envidia,C Orgullo,D Violencia,A,Paciencia,El capítulo describe el amor mediante actitudes como paciencia y bondad.,Revisar,No,No
QB0344,NT,1 Corintios,1 Corintios 15:3,Intermedio,¿Qué acontecimiento central transmitió Pablo como parte del mensaje recibido?,A La muerte de Cristo por los pecados,B La coronación de Herodes,C La destrucción de Roma,D La construcción del templo,A,La muerte de Cristo por los pecados,Pablo resume elementos centrales del evangelio recibido y transmitido.,Revisar,No,No
QB0345,NT,1 Corintios,1 Corintios 15:20,Intermedio,¿Cómo se presenta a Cristo en relación con quienes han muerto?,A Como primicia de los que resucitarán,B Como juez romano,C Como sacerdote levítico,D Como rey político,A,Como primicia de los que resucitarán,La resurrección de Cristo se presenta como anticipo de la resurrección futura.,Revisar,No,No
QB0346,NT,1 Corintios,1 Corintios 16:14,Basico,¿Cómo recomienda Pablo realizar todas las cosas?,A Con amor,B Con temor a las personas,C Con competencia,D Con indiferencia,A,Con amor,El cierre de la carta exhorta a que todas las acciones se realicen con amor.,Revisar,No,No
QB0347,NT,2 Corintios,2 Corintios 1:4,Intermedio,¿Qué propósito se relaciona con el consuelo recibido de Dios?,A Poder consolar a otros,B Evitar toda dificultad,C Alcanzar riqueza,D Obtener autoridad,A,Poder consolar a otros,Pablo explica que el consuelo recibido capacita para consolar a quienes sufren.,Revisar,No,No
QB0348,NT,2 Corintios,2 Corintios 3:18,Avanzado,¿Qué proceso describe Pablo al contemplar la gloria del Señor?,A Ser transformados progresivamente,B Perder toda identidad,C Convertirse en ángeles,D Recibir poder político,A,Ser transformados progresivamente,El pasaje habla de una transformación progresiva hacia la imagen del Señor.,Revisar,No,No
QB0349,NT,2 Corintios,2 Corintios 4:7,Intermedio,¿En qué imagen se describe el contraste entre el mensaje y la fragilidad humana?,A Un tesoro en vasijas de barro,B Oro en un palacio,C Agua en un río,D Semilla en una tierra,A,Un tesoro en vasijas de barro,La imagen destaca que el poder proviene de Dios y no del mensajero humano.,Revisar,No,No
QB0350,NT,2 Corintios,2 Corintios 5:7,Basico,¿Cómo dice Pablo que caminan los creyentes?,A Por fe, no por vista,B Solo por conocimiento,C Por señales visibles,D Por riqueza,A,Por fe, no por vista,El pasaje contrasta la confianza de la fe con depender únicamente de lo visible.,Revisar,No,No
QB0351,NT,2 Corintios,2 Corintios 5:20,Intermedio,¿Con qué función se describe a los creyentes respecto a Cristo?,A Embajadores,B Soldados,C Comerciantes,D Sacerdotes levíticos,A,Embajadores,El pasaje usa la imagen diplomática de embajadores para representar el mensaje de reconciliación.,Revisar,No,No
QB0352,NT,2 Corintios,2 Corintios 9:7,Basico,¿Cómo debe dar cada persona según Pablo?,A Con alegría y decisión personal,B Por obligación,C Para recibir reconocimiento,D Solo si es rica,A,Con alegría y decisión personal,Pablo destaca una disposición voluntaria y alegre al dar.,Revisar,No,No
QB0353,NT,2 Corintios,2 Corintios 12:9,Intermedio,¿Qué aprende Pablo acerca del poder de Dios en medio de su debilidad?,A Que se perfecciona en la debilidad,B Que desaparece,C Que depende de la fuerza humana,D Que solo actúa sin dificultades,A,Que se perfecciona en la debilidad,El pasaje presenta la suficiencia de la gracia y el poder de Dios en la debilidad humana.,Revisar,No,No
QB0354,NT,Gálatas,Gálatas 2:20,Intermedio,¿Cómo describe Pablo su nueva vida?,A Cristo vive en él,B Vive sin necesidad de fe,C Ya no tiene responsabilidades,D Vive para sí mismo,A,Cristo vive en él,Pablo expresa una vida transformada y centrada en Cristo.,Revisar,No,No
QB0355,NT,Gálatas,Gálatas 3:28,Intermedio,¿Qué afirma Pablo acerca de las distinciones humanas en Cristo?,A Que todos son uno en Cristo,B Que algunas personas valen más,C Que solo un grupo pertenece a Dios,D Que la fe elimina toda diversidad cultural,A,Que todos son uno en Cristo,El pasaje enfatiza igualdad y unidad entre quienes están en Cristo.,Revisar,No,No
QB0356,NT,Gálatas,Gálatas 5:1,Basico,¿Para qué dice Pablo que Cristo liberó a los creyentes?,A Para vivir en libertad,B Para volver a esclavitud,C Para obtener riqueza,D Para gobernar,A,Para vivir en libertad,El pasaje llama a mantenerse firmes en la libertad recibida.,Revisar,No,No
QB0357,NT,Gálatas,Gálatas 5:13,Intermedio,¿Cómo debe usarse la libertad según Pablo?,A Para servir unos a otros por amor,B Para vivir egoístamente,C Para dominar a otros,D Para evitar toda responsabilidad,A,Para servir unos a otros por amor,La libertad cristiana se orienta al servicio amoroso.,Revisar,No,No
QB0358,NT,Gálatas,Gálatas 6:2,Basico,¿Qué deben hacer los creyentes con las cargas de otros?,A Ayudarse a llevarlas,B Ignorarlas,C Criticarlas,D Aumentarlas,A,Ayudarse a llevarlas,Pablo exhorta a compartir las cargas mutuamente.,Revisar,No,No
QB0359,NT,Efesios,Efesios 1:3,Intermedio,¿Dónde se sitúan las bendiciones espirituales mencionadas por Pablo?,A En Cristo,B En Roma,C En Jerusalén únicamente,D En la riqueza,A,En Cristo,El comienzo de la carta sitúa las bendiciones espirituales en Cristo.,Revisar,No,No
QB0360,NT,Efesios,Efesios 2:8,Basico,¿Cómo se recibe la salvación según el pasaje?,A Por gracia mediante la fe,B Por riqueza,C Por obras militares,D Por nacimiento,A,Por gracia mediante la fe,El pasaje presenta la salvación como don de Dios recibido por fe.,Revisar,No,No
QB0361,NT,Efesios,Efesios 2:10,Intermedio,¿Para qué se dice que los creyentes fueron creados en Cristo?,A Para buenas obras,B Para vivir sin propósito,C Para gobernar naciones,D Para evitar responsabilidades,A,Para buenas obras,El pasaje relaciona la nueva vida con una práctica de buenas obras preparadas por Dios.,Revisar,No,No
QB0362,NT,Efesios,Efesios 4:2,Intermedio,¿Qué actitudes recomienda Pablo para preservar la unidad?,A Humildad, mansedumbre y paciencia,B Orgullo y competencia,C Aislamiento,D Indiferencia,A,Humildad, mansedumbre y paciencia,La carta vincula estas actitudes con una convivencia que protege la unidad.,Revisar,No,No
QB0363,NT,Efesios,Efesios 4:26,Intermedio,¿Qué consejo se da respecto al enojo?,A No permitir que conduzca al pecado y no prolongarlo,B Mantenerlo por mucho tiempo,C Usarlo para dominar,D Ignorarlo siempre,A,No permitir que conduzca al pecado y no prolongarlo,El pasaje advierte sobre el manejo del enojo y sus consecuencias.,Revisar,No,No
QB0364,NT,Efesios,Efesios 5:2,Basico,¿Cómo se exhorta a vivir?,A En amor,B En temor de las personas,C En aislamiento,D En competencia,A,En amor,La carta invita a seguir el ejemplo de Cristo mediante una vida de amor.,Revisar,No,No
QB0365,NT,Efesios,Efesios 6:1,Basico,¿Qué se pide a los hijos respecto a sus padres?,A Obedecerlos,B Ignorarlos,C Gobernarlos,D Evitarlos,A,Obedecerlos,El pasaje llama a los hijos a obedecer a sus padres.,Revisar,No,No
QB0366,NT,Filipenses,Filipenses 1:21,Intermedio,¿Cómo resume Pablo su perspectiva de vida y muerte?,A Vivir es Cristo y morir es ganancia,B Vivir es riqueza y morir es pérdida,C Vivir es poder y morir es derrota,D Vivir es fama y morir es olvido,A,Vivir es Cristo y morir es ganancia,Pablo expresa una vida centrada en Cristo y esperanza más allá de la muerte.,Revisar,No,No
QB0367,NT,Filipenses,Filipenses 2:3,Intermedio,¿Qué actitud recomienda Pablo frente a otros?,A Considerarlos con humildad,B Competir por superioridad,C Ignorarlos,D Buscar reconocimiento,A,Considerarlos con humildad,La exhortación promueve humildad y preocupación por los demás.,Revisar,No,No
QB0368,NT,Filipenses,Filipenses 2:5,Intermedio,¿Qué modelo de actitud presenta Pablo?,A La actitud de Cristo,B La actitud de César,C La actitud de un soldado,D La actitud de un comerciante,A,La actitud de Cristo,Pablo invita a adoptar la disposición humilde de Cristo.,Revisar,No,No
QB0369,NT,Filipenses,Filipenses 3:14,Intermedio,¿Hacia qué dice Pablo que prosigue?,A Hacia la meta para obtener el premio,B Hacia Jerusalén,C Hacia riqueza,D Hacia poder político,A,Hacia la meta para obtener el premio,Pablo utiliza la imagen de avanzar hacia una meta espiritual.,Revisar,No,No
QB0370,NT,Filipenses,Filipenses 4:6,Basico,¿Qué recomienda Pablo en lugar de vivir dominado por la ansiedad?,A Orar y presentar las peticiones a Dios,B Evitar toda responsabilidad,C Guardar silencio,D Buscar riqueza,A,Orar y presentar las peticiones a Dios,La carta invita a llevar las preocupaciones a Dios mediante oración y gratitud.,Revisar,No,No
QB0371,NT,Filipenses,Filipenses 4:8,Intermedio,¿Sobre qué tipo de cosas anima Pablo a dirigir el pensamiento?,A Lo verdadero, justo y digno,B Solo sobre problemas,C Sobre riquezas,D Sobre los errores de otros,A,Lo verdadero, justo y digno,El pasaje orienta el pensamiento hacia aquello que es bueno y digno.,Revisar,No,No
QB0372,NT,Colosenses,Colosenses 1:15,Intermedio,¿Cómo se describe a Cristo respecto al Dios invisible?,A Como imagen del Dios invisible,B Como un ángel,C Como un gobernante humano,D Como un profeta menor,A,Como imagen del Dios invisible,La carta presenta a Cristo como imagen del Dios invisible.,Revisar,No,No
QB0373,NT,Colosenses,Colosenses 2:6,Basico,¿Qué se pide a quienes recibieron a Cristo?,A Continuar viviendo en él,B Regresar a prácticas anteriores,C Abandonar la comunidad,D Buscar otro maestro,A,Continuar viviendo en él,La carta exhorta a mantener una vida coherente con la fe recibida.,Revisar,No,No
QB0374,NT,Colosenses,Colosenses 3:2,Intermedio,¿Dónde se anima a poner la mirada y el pensamiento?,A En las cosas de arriba,B Solo en lo material,C En el poder político,D En la fama,A,En las cosas de arriba,El pasaje orienta la atención hacia realidades espirituales.,Revisar,No,No
QB0375,NT,Colosenses,Colosenses 3:13,Intermedio,¿Qué actitud se pide cuando alguien tiene una queja contra otro?,A Perdonarse mutuamente,B Evitarse para siempre,C Buscar venganza,D Exponerlo públicamente,A,Perdonarse mutuamente,La carta llama al perdón siguiendo el ejemplo recibido del Señor.,Revisar,No,No
QB0376,NT,Colosenses,Colosenses 4:2,Basico,¿Qué recomienda Pablo respecto a la oración?,A Perseverar en ella con gratitud,B Orar solo una vez al año,C Evitarla en tiempos difíciles,D Reemplazarla por trabajo,A,Perseverar en ella con gratitud,La carta exhorta a una oración constante y agradecida.,Revisar,No,No
QB0377,NT,1 Tesalonicenses,1 Tesalonicenses 1:3,Intermedio,¿Qué tres aspectos recuerda Pablo de la comunidad?,A Obra de fe, trabajo de amor y constancia en la esperanza,B Riqueza, poder y fama,C Ayuno, viajes y sacrificios,D Ley, templo y sacerdocio,A,Obra de fe, trabajo de amor y constancia en la esperanza,El saludo destaca fe, amor y esperanza expresados en la vida de la comunidad.,Revisar,No,No
QB0378,NT,1 Tesalonicenses,1 Tesalonicenses 4:3,Intermedio,¿Qué presenta Pablo como voluntad de Dios para los creyentes?,A Santificación,B Riqueza,C Poder político,D Ausencia de pruebas,A,Santificación,La carta identifica la santificación como parte de la voluntad de Dios.,Revisar,No,No
QB0379,NT,1 Tesalonicenses,1 Tesalonicenses 4:16,Intermedio,¿Qué acontecimiento describe Pablo respecto al regreso del Señor?,A El Señor descenderá y los muertos en Cristo resucitarán,B Jerusalén desaparecerá inmediatamente,C Roma se convertirá,D Los discípulos volverán a Galilea,A,El Señor descenderá y los muertos en Cristo resucitarán,El pasaje vincula el regreso del Señor con la resurrección de los creyentes fallecidos.,Revisar,No,No
QB0380,NT,1 Tesalonicenses,1 Tesalonicenses 5:16,Basico,¿Qué exhortación breve da Pablo acerca de la alegría?,A Estar siempre gozosos,B Evitar toda emoción,C Alegrarse solo en tiempos fáciles,D Buscar diversión,A,Estar siempre gozosos,La carta incluye una exhortación constante al gozo.,Revisar,No,No
QB0381,NT,1 Tesalonicenses,1 Tesalonicenses 5:17,Basico,¿Qué recomienda Pablo respecto a la oración?,A Orar constantemente,B Orar solo en el templo,C Orar únicamente de noche,D Orar solo cuando haya problemas,A,Orar constantemente,El pasaje presenta la oración como práctica continua.,Revisar,No,No
QB0382,NT,2 Tesalonicenses,2 Tesalonicenses 1:3,Intermedio,¿Qué crecimiento destaca Pablo en la comunidad?,A Su fe y amor mutuo,B Su riqueza,C Su poder militar,D Su número de edificios,A,Su fe y amor mutuo,Pablo agradece por el crecimiento de la fe y del amor entre los creyentes.,Revisar,No,No
QB0383,NT,2 Tesalonicenses,2 Tesalonicenses 2:15,Intermedio,¿Qué pide Pablo respecto a las enseñanzas recibidas?,A Mantenerse firmes y conservarlas,B Olvidarlas,C Cambiarlas cada año,D Rechazarlas,A,Mantenerse firmes y conservarlas,La carta exhorta a permanecer firmes en la enseñanza recibida.,Revisar,No,No
QB0384,NT,2 Tesalonicenses,2 Tesalonicenses 3:10,Intermedio,¿Qué principio práctico recuerda Pablo acerca del trabajo?,A Quien no quiere trabajar no debe pretender vivir del esfuerzo ajeno,B Nadie debe trabajar,C Solo los líderes deben trabajar,D El trabajo es innecesario,A,Quien no quiere trabajar no debe pretender vivir del esfuerzo ajeno,La carta confronta la ociosidad voluntaria y promueve responsabilidad.,Revisar,No,No
QB0385,NT,1 Timoteo,1 Timoteo 1:5,Intermedio,¿Cuál es el propósito de la instrucción según Pablo?,A Amor que nace de un corazón limpio,B Conocimiento sin práctica,C Poder político,D Riqueza,A,Amor que nace de un corazón limpio,El pasaje vincula la enseñanza con amor, conciencia limpia y fe sincera.,Revisar,No,No
QB0386,NT,1 Timoteo,1 Timoteo 4:12,Basico,¿Qué consejo recibe Timoteo a pesar de su juventud?,A Ser ejemplo en conducta, amor, fe y pureza,B Evitar enseñar,C Buscar riqueza,D Gobernar una ciudad,A,Ser ejemplo en conducta, amor, fe y pureza,Pablo anima a Timoteo a ser ejemplo para los creyentes.,Revisar,No,No
QB0387,NT,1 Timoteo,1 Timoteo 6:10,Intermedio,¿Qué peligro se atribuye al amor al dinero?,A Puede llevar a muchos males,B Garantiza felicidad,C Produce sabiduría,D Evita problemas,A,Puede llevar a muchos males,El pasaje advierte contra el amor desordenado al dinero.,Revisar,No,No
QB0388,NT,2 Timoteo,2 Timoteo 1:7,Basico,¿Qué tipo de espíritu dice Pablo que Dios no ha dado?,A De temor,B De poder,C De amor,D De dominio propio,A,De temor,La carta contrasta el temor con poder, amor y dominio propio.,Revisar,No,No
QB0389,NT,2 Timoteo,2 Timoteo 2:15,Intermedio,¿Qué se pide a Timoteo respecto a la palabra de verdad?,A Manejarla correctamente,B Evitar enseñarla,C Cambiarla,D Usarla solo en privado,A,Manejarla correctamente,La exhortación llama a un manejo responsable de la enseñanza.,Revisar,No,No
QB0390,NT,2 Timoteo,2 Timoteo 3:16,Intermedio,¿Cómo se describe la Escritura?,A Inspirada por Dios y útil,B Escrita solo para una época,C Sin aplicación,D Exclusiva de sacerdotes,A,Inspirada por Dios y útil,El pasaje presenta la Escritura como inspirada y útil para formación.,Revisar,No,No
QB0391,NT,2 Timoteo,2 Timoteo 4:7,Intermedio,¿Cómo resume Pablo su trayectoria al final de su ministerio?,A Ha peleado la buena batalla y terminado la carrera,B Ha abandonado la fe,C Ha perdido toda esperanza,D Ha regresado a su oficio anterior,A,Ha peleado la buena batalla y terminado la carrera,Pablo utiliza imágenes de combate y carrera para expresar perseverancia.,Revisar,No,No
QB0392,NT,Tito,Tito 2:11,Intermedio,¿Qué se afirma acerca de la gracia de Dios?,A Que se ha manifestado trayendo salvación,B Que solo pertenece a líderes,C Que depende de riqueza,D Que elimina toda responsabilidad,A,Que se ha manifestado trayendo salvación,La carta presenta la gracia de Dios como fuente de salvación y formación.,Revisar,No,No
QB0393,NT,Tito,Tito 3:5,Intermedio,¿Sobre qué base se dice que Dios salva?,A Por su misericordia, no por obras propias de justicia,B Por riqueza,C Por poder político,D Por linaje,A,Por su misericordia, no por obras propias de justicia,El pasaje presenta la salvación como resultado de la misericordia divina.,Revisar,No,No
QB0394,NT,Filemón,Filemón 1:16,Intermedio,¿Cómo pide Pablo que sea recibido Onésimo?,A Como hermano amado,B Como enemigo,C Como esclavo sin dignidad,D Como desconocido,A,Como hermano amado,Pablo propone una relación transformada por la fe.,Revisar,No,No
QB0395,NT,Hebreos,Hebreos 1:3,Avanzado,¿Cómo se describe al Hijo respecto a la gloria de Dios?,A Como resplandor de su gloria,B Como un ángel creado,C Como profeta menor,D Como rey político,A,Como resplandor de su gloria,El inicio de Hebreos presenta una elevada descripción del Hijo.,Revisar,No,No
QB0396,NT,Hebreos,Hebreos 4:12,Intermedio,¿Cómo se describe la palabra de Dios?,A Viva y eficaz,B Antigua y sin efecto,C Solo simbólica,D Limitada a sacerdotes,A,Viva y eficaz,El pasaje presenta la palabra de Dios como activa y penetrante.,Revisar,No,No
QB0397,NT,Hebreos,Hebreos 4:15,Intermedio,¿Qué se afirma acerca de Jesús como sumo sacerdote respecto a las debilidades humanas?,A Puede compadecerse de ellas,B No las comprende,C Nunca fue probado,D Solo conoce a los ángeles,A,Puede compadecerse de ellas,El pasaje destaca que Jesús comprende la condición humana y puede compadecerse.,Revisar,No,No
QB0398,NT,Hebreos,Hebreos 10:24,Intermedio,¿A qué deben animarse mutuamente los creyentes?,A Al amor y a las buenas obras,B A competir,C A acumular riqueza,D A evitar reuniones,A,Al amor y a las buenas obras,La carta anima a estimularse mutuamente hacia una vida de amor y servicio.,Revisar,No,No
QB0399,NT,Hebreos,Hebreos 11:1,Basico,¿Cómo se relaciona la fe con lo que se espera?,A Da seguridad respecto a lo esperado,B Elimina toda esperanza,C Depende de ver primero,D Solo funciona con señales,A,Da seguridad respecto a lo esperado,Hebreos describe la fe como confianza en realidades esperadas y no visibles.,Revisar,No,No
QB0400,NT,Hebreos,Hebreos 12:1,Intermedio,¿Qué imagen usa Hebreos para hablar de perseverancia?,A Correr una carrera,B Construir un templo,C Navegar un barco,D Sembrar un campo,A,Correr una carrera,La vida de fe se compara con una carrera que requiere perseverancia.,Revisar,No,No
QB0401,NT,Santiago,Santiago 1:5,Basico,¿Qué debe hacer quien necesita sabiduría?,A Pedirla a Dios,B Buscar riqueza,C Esperar sin hacer nada,D Viajar a Jerusalén,A,Pedirla a Dios,La carta invita a pedir sabiduría a Dios con confianza.,Revisar,No,No
