ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0790,NT,Lucas,Lucas 5:27-32,Basico,¿A qué cobrador de impuestos llamó Jesús mientras estaba en su puesto de trabajo?,Leví,Zaqueo,Jairo,Bartimeo,A,Leví,Lucas identifica a Leví como el cobrador de impuestos llamado por Jesús en este episodio.,Revisar,No,No
QB0791,NT,Lucas,Lucas 6:12-16,Intermedio,¿Qué hizo Jesús durante la noche anterior a la elección de los Doce?,Viajó hasta Jerusalén,Pasó la noche orando a Dios,Enseñó en una sinagoga,Se quedó solo en una barca,B,Pasó la noche orando a Dios,"Antes de escoger a los Doce, Jesús pasó la noche en oración.",Revisar,No,No
QB0792,NT,Lucas,Lucas 6:27-36,Intermedio,¿Qué acción enseñó Jesús respecto de quienes maltratan a sus seguidores?,Evitar toda conversación con ellos,Responderles con la misma conducta,Orar por ellos,Exigirles una compensación inmediata,C,Orar por ellos,Jesús incluyó la oración por quienes maltratan dentro de sus enseñanzas sobre el amor a los enemigos.,Revisar,No,No
QB0793,NT,Lucas,Lucas 6:46-49,Intermedio,¿Sobre qué fundamento se compara al que escucha las palabras de Jesús y las pone en práctica?,Sobre arena suelta,Sobre madera,Sobre tierra sin cimiento,Sobre roca,D,Sobre roca,La comparación presenta una casa con fundamento firme para quien escucha y practica.,Revisar,No,No
QB0794,NT,Lucas,Lucas 7:1-10,Avanzado,¿Qué ejemplo de su propia experiencia usó el centurión para explicar por qué bastaba una orden de Jesús?,Su autoridad sobre soldados que obedecían órdenes,Su experiencia administrando impuestos,Su conocimiento de las leyes del templo,Su trabajo dirigiendo comerciantes,A,Su autoridad sobre soldados que obedecían órdenes,El centurión comparó la autoridad de Jesús con la autoridad que él ejercía sobre subordinados.,Revisar,No,No
QB0795,NT,Lucas,Lucas 7:11-17,Basico,¿A qué ciudad llegó Jesús cuando encontró un cortejo fúnebre junto a la entrada?,Betania,Naín,Jericó,Nazaret,B,Naín,Lucas sitúa este episodio en la ciudad de Naín.,Revisar,No,No
QB0796,NT,Lucas,Lucas 7:36-50,Experto,¿Cómo se llamaba el fariseo en cuya casa comió Jesús en Lucas 7?,Jairo,Nicodemo,Simón,Zaqueo,C,Simón,"Durante la conversación, Jesús se dirige por nombre al anfitrión y lo identifica como Simón.",Revisar,No,No
QB0797,NT,Lucas,Lucas 8:1-3,Basico,¿Qué mujer mencionada por Lucas era esposa de Chuza?,Susana,María Magdalena,Elisabet,Juana,D,Juana,Lucas menciona a Juana y la identifica por su relación con Chuza.,Revisar,No,No
QB0798,NT,Lucas,Lucas 8:4-15,Intermedio,"En la explicación de la parábola del sembrador, ¿qué representa la semilla?",La palabra de Dios,Las riquezas acumuladas,El templo de Jerusalén,Los caminos entre aldeas,A,La palabra de Dios,Jesús explica directamente que la semilla representa la palabra de Dios.,Revisar,No,No
QB0799,NT,Lucas,Lucas 8:22-25,Basico,¿Qué estaba haciendo Jesús cuando se levantó la tormenta durante la travesía del lago?,Enseñaba a la multitud,Dormía,Pescaba con Pedro,Oraba en la orilla,B,Dormía,Lucas señala que Jesús dormía antes de que los discípulos lo despertaran por la tormenta.,Revisar,No,No
QB0800,NT,Lucas,Lucas 9:10-17,Intermedio,¿Cuántas cestas de sobrantes recogieron después de alimentar a la multitud?,Siete,Cinco,Doce,Tres,C,Doce,"Después de que todos comieron, los discípulos recogieron doce cestas de sobrantes.",Revisar,No,No
