ID,Testamento,Libro,Referencia,Nivel,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_D,Opcion_correcta,Respuesta_correcta,Explicacion_breve,Estado_QA,Revision_humana,Activa_app
QB0986,NT,Gálatas,Gálatas 1:18,Avanzado,¿Cuánto tiempo permaneció Pablo con Cefas durante su visita a Jerusalén?,Tres días,Siete días,Quince días,Cuarenta días,C,Quince días,Pablo relata que permaneció quince días con Cefas durante aquella visita a Jerusalén.,Revisar,No,No
QB0987,NT,Gálatas,Gálatas 2:9,Experto,¿Qué tres personas menciona Pablo como columnas que reconocieron la gracia de su misión?,"Pedro, Andrés y Felipe","Bernabé, Tito y Silas","Pablo, Apolos y Timoteo","Santiago, Cefas y Juan",D,"Santiago, Cefas y Juan","Pablo identifica a Santiago, Cefas y Juan como columnas que reconocieron la gracia de su misión.",Revisar,No,No
QB0988,NT,Gálatas,Gálatas 3:6,Basico,¿A quién presenta Pablo como ejemplo de creer a Dios y ser contado como justo?,Abraham,Moisés,David,Elías,A,Abraham,Pablo recurre a Abraham como ejemplo de una fe puesta en Dios y reconocida como justicia.,Revisar,No,No
QB0989,NT,Gálatas,Gálatas 3:28,Intermedio,¿Qué afirma Pablo sobre quienes están unidos a Cristo pese a sus diferencias de origen o condición?,Que deben vivir separados,Que son uno en Cristo,Que todos tienen la misma función,Que dejan de pertenecer a sus familias,B,Que son uno en Cristo,Pablo subraya que las diferencias de origen o condición no eliminan la unidad de quienes están en Cristo.,Revisar,No,No
QB0990,NT,Gálatas,Gálatas 4:6,Avanzado,¿Qué dice Pablo que Dios envió a los corazones de quienes son hijos?,La ley de Moisés,Un ángel,El Espíritu de su Hijo,Una señal visible,C,El Espíritu de su Hijo,Pablo afirma que Dios envió el Espíritu de su Hijo a los corazones de quienes son hijos.,Revisar,No,No
QB0991,NT,Gálatas,Gálatas 5:1,Avanzado,¿Qué exhortación da Pablo después de afirmar que Cristo liberó a los creyentes?,Regresar a las antiguas obligaciones,Buscar autoridad política,Abandonar la comunidad,Mantenerse firmes y no volver al yugo de esclavitud,D,Mantenerse firmes y no volver al yugo de esclavitud,Pablo relaciona la libertad recibida con la responsabilidad de mantenerse firmes y no volver a la esclavitud.,Revisar,No,No
QB0992,NT,Gálatas,Gálatas 5:14,Basico,¿En qué mandato dice Pablo que se resume el cumplimiento de la ley?,Amar al prójimo como a uno mismo,Ayunar todos los días,Viajar a Jerusalén,Guardar silencio en toda reunión,A,Amar al prójimo como a uno mismo,Pablo resume el cumplimiento de la ley en el mandato de amar al prójimo como a uno mismo.,Revisar,No,No
QB0993,NT,Gálatas,Gálatas 6:2,Intermedio,¿Qué pide Pablo que los creyentes lleven unos de otros?,Sus bienes,Sus cargas,Sus cargos públicos,Sus viajes,B,Sus cargas,Pablo exhorta a compartir las cargas de los demás como expresión concreta de la vida comunitaria.,Revisar,No,No
QB0994,NT,Efesios,Efesios 1:3,Intermedio,¿Dónde sitúa Pablo las bendiciones espirituales recibidas por los creyentes en Cristo?,En los lugares celestiales,En el templo de Jerusalén,En las ciudades de Asia,En el desierto,A,En los lugares celestiales,Pablo presenta esas bendiciones como recibidas en Cristo y vinculadas a los lugares celestiales.,Revisar,No,No
QB0995,NT,Efesios,Efesios 1:13,Avanzado,¿Con qué dice Pablo que fueron sellados quienes creyeron el mensaje de verdad?,Con una señal visible,Con el Espíritu Santo prometido,Con una carta apostólica,Con aceite,B,Con el Espíritu Santo prometido,Pablo relaciona la fe en el mensaje con haber sido sellados por el Espíritu Santo prometido.,Revisar,No,No
QB0996,NT,Efesios,Efesios 2:8-9,Basico,¿Por medio de qué afirma Pablo que los creyentes son salvados por gracia?,Por las obras de la ley,Por la genealogía,Por la fe,Por la ciudadanía romana,C,Por la fe,"Pablo presenta la salvación como don de gracia recibido por medio de la fe, no como logro humano.",Revisar,No,No
QB0997,NT,Efesios,Efesios 2:19,Intermedio,¿Qué condición atribuye Pablo a quienes ya no son extranjeros ni forasteros?,Ciudadanos romanos,Sacerdotes del templo,Viajeros sin patria,Conciudadanos de los santos y miembros de la familia de Dios,D,Conciudadanos de los santos y miembros de la familia de Dios,Pablo describe la nueva pertenencia de los creyentes con imágenes de ciudadanía y familia de Dios.,Revisar,No,No
QB0998,NT,Efesios,Efesios 3:6,Experto,¿Qué grupo afirma Pablo que participa junto con Israel de la misma herencia mediante el evangelio?,Los gentiles,Solo los sacerdotes,Los gobernantes romanos,Únicamente los habitantes de Jerusalén,A,Los gentiles,Pablo explica que el misterio revelado incluye a los gentiles como copartícipes de la promesa en Cristo.,Revisar,No,No
QB0999,NT,Efesios,Efesios 4:2-3,Intermedio,¿Qué actitudes menciona Pablo al exhortar a vivir de manera digna del llamamiento recibido?,Riqueza y prestigio,Silencio y aislamiento,"Humildad, mansedumbre y paciencia",Competencia y autoridad,C,"Humildad, mansedumbre y paciencia","Pablo vincula una vida digna del llamamiento con humildad, mansedumbre, paciencia y tolerancia mutua.",Revisar,No,No
QB1000,NT,Efesios,Efesios 4:11-13,Avanzado,¿Qué propósito común atribuye Pablo a diversos ministerios como apóstoles profetas evangelistas pastores y maestros?,Concentrar toda autoridad en una sola persona,Organizar únicamente la ayuda económica,Formar una administración política,Preparar a los creyentes para la obra de servicio y edificar la comunidad,D,Preparar a los creyentes para la obra de servicio y edificar la comunidad,Pablo presenta esos ministerios como medios para capacitar a los creyentes y fortalecer a la comunidad.,Revisar,No,No
